,state,county,fips,expense.rent,pop,Percent 20-49,Percent Male 20-49,Median Age,overall pop,u18 pop,18-24 pop,male pop,female pop,force,ue%,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,inc,% change
176,FL,Charlotte,12015,7913.71427815536,159978,26.6,28.7,60.4,148.0,25.0,11.0,100.0,48.0,73248.0,4.4,0.0,0.0,0.0,0.0,0.0,51677,5
177,FL,Citrus,12017,6473.71427815536,141236,29.000000000000004,30.9,57.8,745.0,152.0,58.0,424.0,321.0,47343.0,5.7,0.0,0.0,0.0,0.0,0.0,45050,5.8
178,FL,Clay,12019,8369.71427815536,190865,41.7,42.3,40.9,,,,,,107819.0,3.5,0.0,0.0,0.0,0.0,0.0,51885,6.1
179,FL,Collier,12021,11777.7142781554,321520,33.2,34.39999999999999,52.7,462.0,104.0,20.0,269.0,191.0,180891.0,3.7,2519179.0,191703.0,697393.0,0.0,3408275.0,117984,2
180,FL,Columbia,12023,6629.71427815536,67531,43.20000000000001,44.4,39.8,488.0,102.0,21.0,292.0,194.0,29220.0,4.5,0.0,0.0,0.0,0.0,0.0,43184,7.1
181,FL,DeSoto,12027,5525.71427815536,34862,,,,,,,,,14631.0,3.8,0.0,0.0,0.0,0.0,0.0,32873,6.7
182,FL,Duval,12031,8369.71427815536,864263,49.4,50.3,36.8,1279.0,202.0,73.0,843.0,434.0,492463.0,4.5,0.0,0.0,0.0,0.0,0.0,54354,6.8
183,FL,Escambia,12033,8321.71427815536,297619,46.2,48.3,38.5,727.0,21.0,20.0,544.0,179.0,146033.0,4.5,0.0,0.0,0.0,0.0,0.0,51808,6.9
184,FL,Flagler,12035,10013.7142781554,95696,30.3,31.0,53.4,,,,,,48309.0,4.6,0.0,0.0,0.0,0.0,0.0,56336,3.8
185,FL,Gadsden,12039,8105.71427815536,46389,,,,,,,,,19283.0,5.4,0.0,0.0,0.0,0.0,0.0,44832,8.7
186,FL,Hardee,12049,6065.71427815536,27731,,,,,,,,,8895.0,4.8,0.0,0.0,0.0,0.0,0.0,35636,8.5
187,FL,Hendry,12051,6629.71427815536,39140,,,,,,,,,15734.0,6.1,0.0,0.0,0.0,0.0,0.0,39699,9.7
188,FL,Hernando,12053,9785.71427815536,172778,37.0,38.3,47.8,,,,,,73476.0,5.1,0.0,0.0,0.0,0.0,0.0,46080,7.2
189,FL,Highlands,12055,6425.71427815536,98786,31.90000000000001,36.0,54.4,650.0,40.0,0.0,460.0,190.0,34977.0,5.9,0.0,0.0,0.0,0.0,0.0,41568,7.9
190,FL,Hillsborough,12057,9785.71427815536,1229226,49.0,49.3,37.9,1513.0,290.0,50.0,974.0,534.0,769097.0,4.3,10122217.0,798692.0,4456305.0,3864852.0,19242066.0,58140,6.7
191,FL,Indian River,12061,8417.71427815536,138028,30.1,29.0,55.1,846.0,178.0,49.0,518.0,325.0,65119.0,4.7,0.0,0.0,0.0,0.0,0.0,95109,2.8
192,FL,Jackson,12063,6065.71427815536,49746,,,,,,,,,17202.0,4.6,0.0,0.0,0.0,0.0,0.0,39322,6.6
193,FL,Lake,12069,10841.7142781554,297052,37.900000000000006,37.9,46.7,,,,,,159493.0,4.7,0.0,0.0,0.0,0.0,0.0,49831,4.6
194,FL,Lee,12071,8849.71427815536,618754,36.7,37.0,49.5,560.0,98.0,32.0,341.0,219.0,357018.0,4.2,3008725.0,238555.0,983519.0,0.0,4230799.0,62885,4.9
195,FL,Leon,12073,8105.71427815536,275487,52.9,53.50000000000001,32.0,621.0,102.0,16.0,375.0,245.0,154331.0,4.2,1887892.0,160982.0,983614.0,0.0,3032488.0,54277,6.4
196,FL,Levy,12075,5117.71427815536,40801,,,,,,,,,16849.0,4.5,0.0,0.0,0.0,0.0,0.0,43272,7.5
197,FL,Manatee,12081,9893.71427815536,322833,35.7,36.6,49.9,,,,,,182554.0,3.9,1891041.0,148976.0,684100.0,0.0,2724117.0,59152,4.3
198,FL,Marion,12083,7337.71427815536,331298,36.7,37.8,48.5,455.0,86.0,15.0,293.0,162.0,141992.0,4.9,1878567.0,159716.0,891055.0,0.0,2929338.0,45152,7.2
199,FL,Martin,12085,9269.71427815536,146318,31.7,34.8,53.3,,,,,,73492.0,3.6,0.0,0.0,0.0,0.0,0.0,102273,2.9
200,FL,Miami-Dade,12086,12557.7142781554,2496435,46.4,48.2,40.9,3276.0,669.0,190.0,2027.0,1232.0,1307815.0,5.2,20726524.0,1674960.0,9825639.0,11680308.0,43907431.0,64849,2.8
201,FL,Monroe,12087,13673.7142781554,73090,40.8,41.1,48.2,526.0,44.0,13.0,394.0,130.0,45926.0,3.0,0.0,0.0,0.0,0.0,0.0,109136,1.4
202,FL,Nassau,12089,8369.71427815536,73314,38.7,40.4,46.9,,,,,,42729.0,3.4,0.0,0.0,0.0,0.0,0.0,70010,4.4
203,FL,Okaloosa,12091,9017.71427815536,180822,47.8,50.89999999999999,37.6,403.0,42.0,27.0,246.0,154.0,99417.0,3.3,0.0,0.0,0.0,0.0,0.0,59384,6.6
204,FL,Okeechobee,12093,6653.71427815536,39996,,,,,,,,,17488.0,4.1,0.0,0.0,0.0,0.0,0.0,39747,7.2
205,FL,Orange,12095,10841.7142781554,1145956,52.3,52.8,36.6,2151.0,550.0,125.0,1278.0,864.0,741002.0,5.2,8631070.0,686940.0,4026483.0,3841118.0,17185611.0,54979,6.3
206,FL,Osceola,12097,10841.7142781554,268685,48.8,49.3,36.7,,,,,,185839.0,6.3,0.0,0.0,0.0,0.0,0.0,43354,8
207,FL,Palm Beach,12099,12533.7142781554,1320134,39.8,41.3,45.4,,,,,,734055.0,4.3,6442365.0,524079.0,2340834.0,0.0,9307278.0,100627,3.9
208,FL,Pasco,12101,9785.71427815536,464697,40.3,40.8,43.8,589.0,84.0,28.0,352.0,237.0,246350.0,4.4,2905340.0,233424.0,1184193.0,0.0,4322957.0,50479,6.6
209,FL,Pinellas,12103,9785.71427815536,916542,39.5,40.6,49.1,1985.0,299.0,58.0,1300.0,677.0,486173.0,4.0,4205276.0,370928.0,2290254.0,0.0,6866458.0,65936,5.8
210,FL,Polk,12105,7289.71427815536,602095,43.9,44.5,39.9,506.0,99.0,25.0,306.0,199.0,328590.0,5.4,3496218.0,265524.0,1277198.0,0.0,5038940.0,43556,7.3
211,FL,Putnam,12107,6209.71427815536,74364,37.7,37.9,45.9,,,,,,27149.0,6.1,0.0,0.0,0.0,0.0,0.0,40376,8.5
212,FL,Santa Rosa,12113,8321.71427815536,151372,43.9,44.9,40.8,,,,,,84880.0,3.5,0.0,0.0,0.0,0.0,0.0,53778,5.3
213,FL,Sarasota,12115,9893.71427815536,379448,30.0,31.1,57.0,1138.0,111.0,59.0,768.0,369.0,191384.0,3.8,1655633.0,137472.0,0.0,0.0,1793105.0,78815,3.5
214,FL,Seminole,12117,10841.7142781554,422718,48.2,49.2,39.8,,,,,,244546.0,4.1,1906512.0,149759.0,734777.0,0.0,2791048.0,58539,3.9
215,FL,St. Johns,12109,8369.71427815536,190039,37.8,37.7,44.4,349.0,25.0,17.0,212.0,137.0,141901.0,3.0,0.0,0.0,0.0,0.0,0.0,80062,2.8
216,FL,St. Lucie,12111,9269.71427815536,277789,37.900000000000006,38.5,45.4,,,,,,150366.0,4.9,0.0,0.0,0.0,0.0,0.0,50038,5.7
217,FL,Sumter,12119,6473.71427815536,93420,19.1,23.7,68.4,,,,,,34621.0,5.3,0.0,0.0,0.0,0.0,0.0,64282,2.9
218,FL,Suwannee,12121,6065.71427815536,41551,,,,,,,,,17414.0,4.5,0.0,0.0,0.0,0.0,0.0,39039,6.8
219,FL,Volusia,12127,9209.71427815536,494593,38.6,40.1,46.7,865.0,196.0,44.0,513.0,351.0,255093.0,4.6,1856367.0,155890.0,802479.0,0.0,2814736.0,52964,4.3
220,FL,Wakulla,12129,8057.71427815536,30776,,,,,,,,,15429.0,3.2,0.0,0.0,0.0,0.0,0.0,45669,6
221,FL,Walton,12131,7409.71427815536,55043,42.0,45.7,45.0,,,,,,33792.0,3.5,0.0,0.0,0.0,0.0,0.0,78714,3.8
222,GA,Baldwin,13009,6269.71427815536,45720,,,,,,,,,17731.0,4.8,0.0,0.0,0.0,0.0,0.0,40542,8.2
223,GA,Barrow,13013,10385.7142781554,69367,47.6,46.3,36.9,,,,,,42115.0,2.9,0.0,0.0,0.0,0.0,0.0,44534,7.1
224,GA,Bartow,13015,10385.7142781554,100157,44.1,46.7,39.7,,,,,,51257.0,3.5,0.0,0.0,0.0,0.0,0.0,47162,8.4
225,GA,Bibb,13021,7037.71427815536,155547,46.0,45.4,35.7,,,,,,67875.0,5.0,1835269.0,143001.0,862049.0,0.0,2840319.0,46781,8
226,GA,Bryan,13029,9233.71427815536,30233,,,,,,,,,19894.0,2.9,0.0,0.0,0.0,0.0,0.0,54772,4.4
227,GA,Bulloch,13031,5777.71427815536,70217,53.6,56.4,28.6,,,,,,38062.0,4.1,0.0,0.0,0.0,0.0,0.0,37901,7.8
228,GA,Camden,13039,7349.71427815536,50513,,,,,,,,,21658.0,3.2,0.0,0.0,0.0,0.0,0.0,42945,6.9
229,GA,Carroll,13045,10385.7142781554,110527,49.7,48.3,34.6,,,,,,56140.0,3.7,0.0,0.0,0.0,0.0,0.0,47002,8.2
230,GA,Catoosa,13047,7121.71427815536,63942,42.6,44.8,40.1,,,,,,33457.0,2.7,0.0,0.0,0.0,0.0,0.0,42448,8.6
231,GA,Chatham,13051,9233.71427815536,265128,49.9,50.7,36.9,523.0,136.0,33.0,366.0,157.0,143877.0,4.3,2265982.0,183495.0,890611.0,0.0,3340088.0,54586,7.9
232,GA,Chattooga,13055,4781.71427815536,26015,,,,,,,,,9562.0,4.8,0.0,0.0,0.0,0.0,0.0,36833,8.8
233,GA,Cherokee,13057,10385.7142781554,214346,43.49999999999999,44.4,40.8,,,,,,139406.0,2.6,0.0,0.0,0.0,0.0,0.0,60235,4.8
234,GA,Clarke,13059,6797.71427815536,116714,55.99999999999999,59.5,29.3,,,,,,59167.0,3.8,0.0,0.0,0.0,0.0,0.0,40672,7.9
235,GA,Clayton,13063,10385.7142781554,259424,49.5,48.4,33.7,,,,,,140309.0,6.5,2632458.0,211985.0,1115833.0,0.0,3960276.0,36056,14.7
236,GA,Cobb,13067,10385.7142781554,688078,49.2,49.8,37.7,380.0,93.0,17.0,204.0,175.0,423126.0,3.3,3710086.0,284440.0,1606366.0,0.0,5600892.0,67616,4.7
237,GA,Coffee,13069,5537.71427815536,42356,,,,,,,,,18845.0,4.1,0.0,0.0,0.0,0.0,0.0,40209,8.6
238,GA,Colquitt,13071,5141.71427815536,45498,,,,,,,,,22227.0,3.2,0.0,0.0,0.0,0.0,0.0,40678,10.6
239,GA,Columbia,13073,7157.71427815536,124053,43.7,43.6,37.6,,,,,,76478.0,2.7,0.0,0.0,0.0,0.0,0.0,58242,5.3
240,GA,Coweta,13077,10385.7142781554,127317,44.2,43.2,38.9,,,,,,76218.0,3.4,0.0,0.0,0.0,0.0,0.0,57721,6.7
241,GA,DeKalb,13089,10385.7142781554,691893,51.3,51.3,36.6,565.0,179.0,42.0,288.0,276.0,400667.0,4.6,0.0,0.0,0.0,0.0,0.0,61861,7.5
242,GA,Decatur,13087,4913.71427815536,27842,,,,,,,,,11338.0,3.7,0.0,0.0,0.0,0.0,0.0,41331,9.4
243,GA,Dougherty,13095,5597.71427815536,94565,44.900000000000006,46.9,37.4,,,,,,37494.0,6.4,0.0,0.0,0.0,0.0,0.0,44575,11.9
244,GA,Douglas,13097,10385.7142781554,132403,47.6,45.7,37.3,,,,,,74001.0,4.4,0.0,0.0,0.0,0.0,0.0,44779,10
245,GA,Effingham,13103,9233.71427815536,52250,47.3,47.6,36.3,,,,,,33266.0,2.9,0.0,0.0,0.0,0.0,0.0,48212,6.1
246,GA,Fayette,13113,10385.7142781554,106567,37.0,36.8,42.5,,,,,,58170.0,2.9,0.0,0.0,0.0,0.0,0.0,73202,4.1
247,GA,Floyd,13115,6077.71427815536,96317,42.6,44.0,38.5,,,,,,43891.0,3.7,0.0,0.0,0.0,0.0,0.0,44803,6.2
248,GA,Forsyth,13117,10385.7142781554,175511,43.900000000000006,44.0,39.4,,,,,,127031.0,2.5,0.0,0.0,0.0,0.0,0.0,73337,3.5
249,GA,Fulton,13121,10385.7142781554,920581,53.5,53.8,36.0,9374.0,1581.0,543.0,5557.0,3766.0,569144.0,4.7,9101317.0,778302.0,2998789.0,23101950.0,35980358.0,102074,0.7
250,GA,Gilmer,13123,5909.71427815536,28292,,,,,,,,,12343.0,3.0,0.0,0.0,0.0,0.0,0.0,42351,4.4
251,GA,Glynn,13127,6437.71427815536,79626,40.0,38.99999999999999,40.9,,,,,,39201.0,3.8,0.0,0.0,0.0,0.0,0.0,55351,7.1
252,GA,Gordon,13129,5225.71427815536,55186,,,,,,,,,28846.0,3.2,0.0,0.0,0.0,0.0,0.0,42281,5.1
253,GA,Grady,13131,5789.71427815536,25011,,,,,,,,,11040.0,3.1,0.0,0.0,0.0,0.0,0.0,39020,5.9
254,GA,Gwinnett,13135,10385.7142781554,805321,47.1,47.2,36.0,,,,,,492181.0,3.5,5690094.0,457865.0,2230090.0,0.0,8378049.0,50256,8.2
255,GA,Habersham,13137,5213.71427815536,43041,,,,,,,,,18592.0,3.6,0.0,0.0,0.0,0.0,0.0,39304,5
256,GA,Hall,13139,8141.71427815536,179684,44.6,45.5,38.2,,,,,,104792.0,2.7,0.0,0.0,0.0,0.0,0.0,53920,5.6
257,GA,Haralson,13143,7073.71427815536,28780,,,,,,,,,12750.0,3.5,0.0,0.0,0.0,0.0,0.0,44003,5.8
258,GA,Harris,13145,7361.71427815536,32024,,,,,,,,,16881.0,2.9,0.0,0.0,0.0,0.0,0.0,56595,4.4
259,GA,Hart,13147,4781.71427815536,25213,,,,,,,,,11640.0,3.9,0.0,0.0,0.0,0.0,0.0,43900,4.3
260,GA,Henry,13151,10385.7142781554,203922,46.7,46.3,37.0,,,,,,118685.0,4.2,0.0,0.0,0.0,0.0,0.0,46961,8.7
261,GA,Houston,13153,8153.71427815536,139900,48.400000000000006,48.3,36.9,,,,,,71710.0,3.6,0.0,0.0,0.0,0.0,0.0,48929,5.5
262,GA,Jackson,13157,5777.71427815536,60485,42.1,42.5,38.6,,,,,,42806.0,2.4,0.0,0.0,0.0,0.0,0.0,49063,4.6
263,GA,Jones,13169,7037.71427815536,28669,,,,,,,,,13642.0,3.1,0.0,0.0,0.0,0.0,0.0,44704,6.6
264,GA,Laurens,13175,5261.71427815536,48434,,,,,,,,,19818.0,4.3,0.0,0.0,0.0,0.0,0.0,43532,9.2
265,GA,Lee,13177,5597.71427815536,28298,,,,,,,,,15173.0,3.1,0.0,0.0,0.0,0.0,0.0,50409,7.2
266,GA,Liberty,13179,8093.71427815536,63453,54.1,60.1,27.9,,,,,,26349.0,4.0,0.0,0.0,0.0,0.0,0.0,41672,8.3
267,GA,Lowndes,13185,5225.71427815536,109233,51.0,51.50000000000001,31.1,,,,,,51719.0,4.1,0.0,0.0,0.0,0.0,0.0,43546,7.8
268,GA,Lumpkin,13187,6377.71427815536,29966,,,,,,,,,17402.0,2.8,0.0,0.0,0.0,0.0,0.0,44843,5.8
269,GA,Madison,13195,6797.71427815536,28120,,,,,,,,,13599.0,3.1,0.0,0.0,0.0,0.0,0.0,43445,2.2
270,GA,Monroe,13207,6329.71427815536,26424,,,,,,,,,13124.0,3.1,0.0,0.0,0.0,0.0,0.0,52718,5.8
271,GA,Murray,13213,5177.71427815536,39628,,,,,,,,,15477.0,4.3,0.0,0.0,0.0,0.0,0.0,37264,8.8
272,GA,Muscogee,13215,7361.71427815536,189885,49.5,51.10000000000001,34.7,243.0,8.0,11.0,127.0,116.0,76629.0,5.3,0.0,0.0,0.0,0.0,0.0,49091,7.1
273,GA,Newton,13217,10385.7142781554,99958,45.1,45.4,37.4,,,,,,53410.0,4.4,0.0,0.0,0.0,0.0,0.0,42056,9.5
274,GA,Oconee,13219,6797.71427815536,32808,,,,,,,,,20285.0,2.2,0.0,0.0,0.0,0.0,0.0,76403,2.5
275,GA,Paulding,13223,10385.7142781554,142324,46.5,47.2,36.8,,,,,,89362.0,3.0,0.0,0.0,0.0,0.0,0.0,47381,7.3
276,GA,Peach,13225,5837.71427815536,27695,,,,,,,,,12060.0,4.7,0.0,0.0,0.0,0.0,0.0,43641,7.5
277,GA,Pickens,13227,10385.7142781554,29431,,,,,,,,,15533.0,2.8,0.0,0.0,0.0,0.0,0.0,55398,4.6
278,GA,Polk,13233,5513.71427815536,41475,,,,,,,,,18480.0,3.6,0.0,0.0,0.0,0.0,0.0,39578,8
279,GA,Richmond,13245,7157.71427815536,200549,49.7,50.6,35.3,549.0,60.0,29.0,394.0,154.0,84416.0,5.3,1773043.0,148479.0,992568.0,1059712.0,3973802.0,43429,7.8
280,GA,Rockdale,13247,10385.7142781554,85215,42.7,43.5,38.8,,,,,,44591.0,4.6,0.0,0.0,0.0,0.0,0.0,43042,10.5
281,GA,Spalding,13255,10385.7142781554,64073,47.5,44.99999999999999,39.0,,,,,,28984.0,4.7,0.0,0.0,0.0,0.0,0.0,43098,9.3
282,GA,Stephens,13257,4781.71427815536,26175,,,,,,,,,10512.0,4.3,0.0,0.0,0.0,0.0,0.0,41822,7.1
283,GA,Sumter,13261,5285.71427815536,32819,,,,,,,,,12334.0,5.7,0.0,0.0,0.0,0.0,0.0,43130,7.9
284,GA,Tattnall,13267,5705.71427815536,25520,,,,,,,,,9621.0,3.2,0.0,0.0,0.0,0.0,0.0,35616,4.6
285,GA,Thomas,13275,6125.71427815536,44720,,,,,,,,,17576.0,4.2,0.0,0.0,0.0,0.0,0.0,52349,8.6
286,GA,Tift,13277,5045.71427815536,40118,,,,,,,,,21225.0,3.4,0.0,0.0,0.0,0.0,0.0,44913,9.3
287,GA,Toombs,13279,5501.71427815536,27223,,,,,,,,,12171.0,4.5,0.0,0.0,0.0,0.0,0.0,42075,11.2
288,GA,Troup,13285,6281.71427815536,67044,48.00000000000001,45.1,38.5,,,,,,37678.0,4.4,0.0,0.0,0.0,0.0,0.0,45441,11.2
289,GA,Upson,13293,5741.71427815536,27153,,,,,,,,,11628.0,4.0,0.0,0.0,0.0,0.0,0.0,42364,7.6
290,GA,Walker,13295,7121.71427815536,68756,42.1,42.400000000000006,41.9,,,,,,31304.0,3.1,0.0,0.0,0.0,0.0,0.0,40744,7.1
291,GA,Walton,13297,10385.7142781554,83768,43.8,42.9,39.2,,,,,,46945.0,3.2,0.0,0.0,0.0,0.0,0.0,49062,5.8
292,GA,Ware,13299,4853.71427815536,36312,,,,,,,,,15404.0,3.7,0.0,0.0,0.0,0.0,0.0,38862,9.1
293,GA,Wayne,13305,4781.71427815536,30099,,,,,,,,,11919.0,3.7,0.0,0.0,0.0,0.0,0.0,,
294,GA,White,13311,5765.71427815536,27144,,,,,,,,,16616.0,2.5,0.0,0.0,0.0,0.0,0.0,,
295,GA,Whitfield,13313,6413.71427815536,102599,45.8,46.9,36.1,,,,,,43361.0,3.9,0.0,0.0,0.0,0.0,0.0,,
296,HI,Hawaii,15001,11009.7142781554,185079,40.400000000000006,38.4,44.0,,,,,,93848.0,5.5,0.0,0.0,0.0,0.0,0.0,,
297,HI,Honolulu,15003,17549.7142781554,953207,47.1,49.2,39.0,2022.0,320.0,97.0,1174.0,841.0,,,8035248.0,648992.0,3141694.0,567630.0,12393564.0,63912,4.4
299,HI,Kauai,15007,13313.7142781554,67091,41.0,41.4,40.6,,,,,,35949.0,7.8,0.0,0.0,0.0,0.0,0.0,56103,5.8
300,HI,Maui,15009,14813.7142781554,154834,41.9,41.3,42.9,,,,,,86954.0,7.3,0.0,0.0,0.0,0.0,0.0,,
301,IA,Benton,19011,5105.71427815536,26076,,,,,,,,,12847.0,4.5,0.0,0.0,0.0,0.0,0.0,63072,6.1
302,IA,Black Hawk,19013,6737.71427815536,131090,46.69999999999999,47.9,36.1,,,,,,67282.0,4.6,0.0,0.0,0.0,0.0,0.0,51911,7.3
303,IA,Boone,19015,6029.71427815536,26306,,,,,,,,,14563.0,3.5,0.0,0.0,0.0,0.0,0.0,54521,6.2
304,IA,Cerro Gordo,19033,5537.71427815536,44151,,,,,,,,,22505.0,4.3,0.0,0.0,0.0,0.0,0.0,56955,6.9
305,IA,Clinton,19045,5465.71427815536,49116,,,,,,,,,21967.0,5.3,0.0,0.0,0.0,0.0,0.0,52308,7.1
306,IA,Dallas,19049,7625.71427815536,66135,50.2,52.400000000000006,35.6,,,,,,51851.0,2.9,0.0,0.0,0.0,0.0,0.0,73673,3.7
307,IA,Des Moines,19057,5585.71427815536,40325,,,,,,,,,18427.0,6.3,0.0,0.0,0.0,0.0,0.0,,
308,IA,Dubuque,19061,5981.71427815536,93653,42.400000000000006,44.3,39.4,,,,,,54963.0,4.4,0.0,0.0,0.0,0.0,0.0,,
309,IA,Jasper,19099,5249.71427815536,36842,,,,,,,,,19128.0,4.3,0.0,0.0,0.0,0.0,0.0,50190,7.3
310,IA,Johnson,19103,7001.71427815536,130882,56.400000000000006,57.3,30.9,,,,,,84310.0,3.7,0.0,0.0,0.0,0.0,0.0,59592,4.2
311,IA,Lee,19111,5321.71427815536,35862,,,,,,,,,15340.0,5.9,0.0,0.0,0.0,0.0,0.0,48394,6.9
312,IA,Linn,19113,6161.71427815536,211226,45.1,44.900000000000006,39.0,1601.0,383.0,120.0,901.0,689.0,118805.0,5.0,0.0,0.0,0.0,0.0,0.0,59294,5.9
313,IA,Marion,19125,5453.71427815536,33309,,,,,,,,,18549.0,3.1,0.0,0.0,0.0,0.0,0.0,56989,6.1
314,IA,Marshall,19127,5573.71427815536,40648,,,,,,,,,17329.0,6.5,0.0,0.0,0.0,0.0,0.0,50776,8.9
315,IA,Muscatine,19139,6533.71427815536,42745,,,,,,,,,20871.0,4.7,0.0,0.0,0.0,0.0,0.0,53861,4.8
316,IA,Polk,19153,7625.71427815536,430640,49.2,50.1,36.3,2419.0,485.0,165.0,1472.0,931.0,267873.0,4.5,3692162.0,306430.0,1035653.0,0.0,5034245.0,60799,7
318,IA,Pottawattamie,19155,7721.71427815536,93158,41.7,42.3,40.4,,,,,,47038.0,4.3,0.0,0.0,0.0,0.0,0.0,51370,6.2
319,IA,Scott,19163,6569.71427815536,165224,43.6,43.0,39.1,,,,,,87116.0,5.4,0.0,0.0,0.0,0.0,0.0,60349,5.7
320,IA,Sioux,19167,4841.71427815536,33704,,,,,,,,,21797.0,2.4,0.0,0.0,0.0,0.0,0.0,57558,4.4
321,IA,Story,19169,7913.71427815536,89542,52.10000000000001,53.6,26.6,,,,,,57384.0,3.0,0.0,0.0,0.0,0.0,0.0,47923,4.4
322,IA,Wapello,19179,5429.71427815536,35625,,,,,,,,,16957.0,5.0,0.0,0.0,0.0,0.0,0.0,44912,9
323,IA,Warren,19181,7625.71427815536,46225,,,,,,,,,28292.0,3.7,0.0,0.0,0.0,0.0,0.0,57847,4.8
324,IA,Webster,19187,5021.71427815536,38013,,,,,,,,,18473.0,4.6,0.0,0.0,0.0,0.0,0.0,,
325,IA,Woodbury,19193,6233.71427815536,102172,44.0,44.20000000000001,36.8,212.0,39.0,4.0,146.0,64.0,54789.0,4.3,0.0,0.0,0.0,0.0,0.0,,
326,ID,Ada,16001,7049.71427815536,392365,48.3,49.3,38.2,1998.0,459.0,132.0,1123.0,867.0,266936.0,3.3,0.0,0.0,0.0,0.0,0.0,62610,7.5
327,ID,Bannock,16005,5153.71427815536,82839,46.8,46.7,35.0,,,,,,42735.0,3.6,0.0,0.0,0.0,0.0,0.0,45443,8.4
328,ID,Bingham,16011,5285.71427815536,45607,,,,,,,,,24278.0,3.2,0.0,0.0,0.0,0.0,0.0,42774,9.8
329,ID,Bonner,16017,5933.71427815536,40877,,,,,,,,,21552.0,4.8,0.0,0.0,0.0,0.0,0.0,49868,8.6
330,ID,Bonneville,16019,5573.71427815536,104234,45.4,46.900000000000006,33.7,,,,,,60471.0,2.9,0.0,0.0,0.0,0.0,0.0,58430,8.2
331,ID,Canyon,16027,7049.71427815536,188923,46.2,46.1,34.6,,,,,,110244.0,4.0,0.0,0.0,0.0,0.0,0.0,41980,9
332,ID,Elmore,16039,5705.71427815536,27038,,,,,,,,,12015.0,3.7,0.0,0.0,0.0,0.0,0.0,41884,5.1
333,ID,Jefferson,16051,5573.71427815536,26140,,,,,,,,,14673.0,2.7,0.0,0.0,0.0,0.0,0.0,42307,5.6
334,ID,Kootenai,16055,6641.71427815536,138494,42.6,43.0,40.5,,,,,,82719.0,4.3,0.0,0.0,0.0,0.0,0.0,54406,7
335,ID,Latah,16057,5717.71427815536,37244,,,,,,,,,19857.0,3.3,0.0,0.0,0.0,0.0,0.0,50703,7.3
336,ID,Madison,16065,6425.71427815536,37536,,,,,,,,,23322.0,2.2,0.0,0.0,0.0,0.0,0.0,25648,7
337,ID,Nez Perce,16069,6125.71427815536,39265,,,,,,,,,20918.0,3.3,0.0,0.0,0.0,0.0,0.0,50993,8.4
338,ID,Twin Falls,16083,5609.71427815536,77230,43.4,42.1,35.9,,,,,,42103.0,3.6,0.0,0.0,0.0,0.0,0.0,45627,7.7
339,IL,Adams,17001,5513.71427815536,67103,,,,97.0,35.0,16.0,48.0,49.0,30856.0,3.9,0.0,0.0,0.0,0.0,0.0,55254,8.6
340,IL,Boone,17007,6053.71427815536,54165,,,,,,,,,24982.0,8.5,0.0,0.0,0.0,0.0,0.0,54496,6.2
341,IL,Bureau,17011,5561.71427815536,34978,,,,,,,,,16347.0,5.0,0.0,0.0,0.0,0.0,0.0,51269,10.8
342,IL,Champaign,17019,7145.71427815536,201081,52.1,52.1,31.0,137.0,34.0,24.0,84.0,53.0,108489.0,4.8,0.0,0.0,0.0,0.0,0.0,54638,8.7
343,IL,Christian,17021,5597.71427815536,34800,,,,,,,,,13401.0,5.4,0.0,0.0,0.0,0.0,0.0,48831,10.8
344,IL,Clinton,17027,7349.71427815536,37762,,,,,,,,,19742.0,3.4,0.0,0.0,0.0,0.0,0.0,56536,7.1
345,IL,Coles,17029,5909.71427815536,53873,,,,,,,,,22756.0,5.1,0.0,0.0,0.0,0.0,0.0,53596,9.9
346,IL,Cook,17031,11321.7142781554,5194675,49.8,50.60000000000001,37.8,1096.0,321.0,117.0,592.0,498.0,2594101.0,7.0,94890007.0,7749331.0,27952311.0,9009631.0,139601280.0,73557,5.6
348,IL,DeKalb,17037,7589.71427815536,105160,52.4,55.49999999999999,32.9,,,,,,53006.0,5.6,0.0,0.0,0.0,0.0,0.0,51571,8.4
349,IL,DuPage,17043,11321.7142781554,916924,43.9,44.8,40.0,555.0,194.0,95.0,262.0,284.0,499576.0,4.5,0.0,0.0,0.0,0.0,0.0,85498,5
350,IL,Effingham,17049,5249.71427815536,34242,,,,,,,,,19397.0,3.9,0.0,0.0,0.0,0.0,0.0,61218,10.2
351,IL,Franklin,17055,5369.71427815536,39561,,,,,,,,,15656.0,6.6,0.0,0.0,0.0,0.0,0.0,45473,10.1
352,IL,Fulton,17057,5789.71427815536,37069,,,,,,,,,14421.0,5.7,0.0,0.0,0.0,0.0,0.0,46395,10.2
353,IL,Grundy,17063,8981.71427815536,50063,,,,,,,,,25122.0,5.3,0.0,0.0,0.0,0.0,0.0,65839,2
354,IL,Henry,17073,6569.71427815536,50486,,,,,,,,,23644.0,4.9,0.0,0.0,0.0,0.0,0.0,54747,9.8
355,IL,Iroquois,17075,5549.71427815536,29718,,,,,,,,,13086.0,4.7,0.0,0.0,0.0,0.0,0.0,56185,14.4
356,IL,Jackson,17077,5549.71427815536,60218,,,,,,,,,27201.0,5.4,0.0,0.0,0.0,0.0,0.0,46443,8.3
